date,close
2017-01-26T23:00:49,77
2017-01-26T23:00:54,77
2017-01-26T23:00:59,78
2017-01-26T23:01:04,78
2017-01-26T23:01:09,78
2017-01-26T23:01:14,79
2017-01-26T23:01:19,79
2017-01-26T23:01:24,79
2017-01-26T23:01:29,80
2017-01-26T23:01:34,80
2017-01-26T23:01:39,100
2017-01-26T23:01:44,80
2017-01-26T23:01:49,80
2017-01-26T23:01:54,77
2017-01-26T23:01:59,77
2017-01-26T23:02:04,60
